JobsTotal,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime
1.0,0.9909345120306481,0.953926109491761,0.8138016509634196,0.09368461933286416,0.9540794179960242,0.9914661126250662,-0.3483283509562907,0.39985036592748185,-0.9562890662850446,-0.8842823350862703,-0.9429372008787303,-0.8551459183442534,-0.13455611321105404,0.958861139081275,0.9605259628997547,0.8793991456283936
0.9909345120306481,1.0,0.9618427575475142,0.7918534960831545,0.21096761377990514,0.9137552422863457,0.980706571790362,-0.38121343328431223,0.4874215031808362,-0.9241126806683863,-0.8394256773190262,-0.9055604153014921,-0.8098605943963821,-0.0575374174742944,0.9319225596033471,0.9471973258157484,0.8548126087535667
0.953926109491761,0.9618427575475142,1.0,0.9099491407931583,0.2492867833727354,0.8468059655049441,0.9116686352372809,-0.14566352041900676,0.528745080654848,-0.8958280587310135,-0.7412587181226091,-0.8337403843658459,-0.7046466882612311,0.13128764472097912,0.8437985871579013,0.8501198901702431,0.7403086804476544
0.8138016509634196,0.7918534960831545,0.9099491407931583,1.0,0.04054704882521026,0.7188906686401797,0.7380625420044397,0.18035809360445648,0.41272317936676,-0.7700163792781352,-0.5688811030135071,-0.6864498565008165,-0.5184385700626495,0.2694400985083101,0.6759707576126285,0.6566320460061538,0.5935341830370477
0.09368461933286416,0.21096761377990514,0.2492867833727354,0.04054704882521026,1.0,-0.1597819761423818,0.056852173870247415,-0.017585586288951963,0.8082321465134927,-0.0020556317534895347,0.19457181727813191,0.14308709394736246,0.18781732959966332,0.572582094766103,-0.0993229155914949,-0.025070610528195047,-0.21916077631583356
0.9540794179960242,0.9137552422863457,0.8468059655049441,0.7188906686401797,-0.1597819761423818,1.0,0.9699149093586568,-0.3921827169116181,0.12986635721973294,-0.9666908558668128,-0.974549942598308,-0.9945200334020787,-0.9558796634469588,-0.3945377737354608,0.9904848556428496,0.9688222975961074,0.9180356925595985
0.9914661126250662,0.980706571790362,0.9116686352372809,0.7380625420044397,0.056852173870247415,0.9699149093586568,1.0,-0.4409992076935912,0.3458721878773615,-0.9551311743915101,-0.9220074074021308,-0.9625714789490982,-0.8988267040692437,-0.2417041300272387,0.981679873549403,0.9839555519262169,0.9100719996602443
-0.3483283509562907,-0.38121343328431223,-0.14566352041900676,0.18035809360445648,-0.017585586288951963,-0.3921827169116181,-0.4409992076935912,1.0,0.05128692206624635,0.2334209023271646,0.46826946052210383,0.4348994789070531,0.467461021389935,0.4584443811943568,-0.5007068214132973,-0.5639975114545891,-0.6309329008301993
0.39985036592748185,0.4874215031808362,0.528745080654848,0.41272317936676,0.8082321465134927,0.12986635721973294,0.3458721878773615,0.05128692206624635,1.0,-0.2633191415120963,0.001171213144909544,-0.09183340361689862,0.020866813661714396,0.5893725113339225,0.1634019810868247,0.22239566252476847,0.0724602680265244
-0.9562890662850446,-0.9241126806683863,-0.8958280587310135,-0.7700163792781352,-0.0020556317534895347,-0.9666908558668128,-0.9551311743915101,0.2334209023271646,-0.2633191415120963,1.0,0.9375861252216955,0.9597392058242374,0.9263319260056615,0.2987815247909482,-0.9429369846904561,-0.9156164847962788,-0.7989796323134694
-0.8842823350862703,-0.8394256773190262,-0.7412587181226091,-0.5688811030135071,0.19457181727813191,-0.974549942598308,-0.9220074074021308,0.46826946052210383,0.001171213144909544,0.9375861252216955,1.0,0.9844495217338917,0.9966269828734446,0.5579242765033373,-0.9682725151934685,-0.941261449165315,-0.8804042244436043
-0.9429372008787303,-0.9055604153014921,-0.8337403843658459,-0.6864498565008165,0.14308709394736246,-0.9945200334020787,-0.9625714789490982,0.4348994789070531,-0.09183340361689862,0.9597392058242374,0.9844495217338917,1.0,0.9680688688139021,0.41647686475541035,-0.9909786571104493,-0.9721313303940634,-0.9170471152374352
-0.8551459183442534,-0.8098605943963821,-0.7046466882612311,-0.5184385700626495,0.18781732959966332,-0.9558796634469588,-0.8988267040692437,0.467461021389935,0.020866813661714396,0.9263319260056615,0.9966269828734446,0.9680688688139021,1.0,0.6023190745408791,-0.9480017490461191,-0.9180021557282438,-0.8460964632125346
-0.13455611321105404,-0.0575374174742944,0.13128764472097912,0.2694400985083101,0.572582094766103,-0.3945377737354608,-0.2417041300272387,0.4584443811943568,0.5893725113339225,0.2987815247909482,0.5579242765033373,0.41647686475541035,0.6023190745408791,1.0,-0.3799088185017253,-0.3267869589592187,-0.35527323867268773
0.958861139081275,0.9319225596033471,0.8437985871579013,0.6759707576126285,-0.0993229155914949,0.9904848556428496,0.981679873549403,-0.5007068214132973,0.1634019810868247,-0.9429369846904561,-0.9682725151934685,-0.9909786571104493,-0.9480017490461191,-0.3799088185017253,1.0,0.9931772391105846,0.9492898908795679
0.9605259628997547,0.9471973258157484,0.8501198901702431,0.6566320460061538,-0.025070610528195047,0.9688222975961074,0.9839555519262169,-0.5639975114545891,0.22239566252476847,-0.9156164847962788,-0.941261449165315,-0.9721313303940634,-0.9180021557282438,-0.3267869589592187,0.9931772391105846,1.0,0.9589949792364539
0.8793991456283936,0.8548126087535667,0.7403086804476544,0.5935341830370477,-0.21916077631583356,0.9180356925595985,0.9100719996602443,-0.6309329008301993,0.0724602680265244,-0.7989796323134694,-0.8804042244436043,-0.9170471152374352,-0.8460964632125346,-0.35527323867268773,0.9492898908795679,0.9589949792364539,1.0
