JobsTotal,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime
1.0,0.987796354273559,0.9745307046465305,0.8397103528335655,0.4251174621011717,0.9287212318842473,0.9875898386625753,0.2696840315076173,0.601445706504616,-0.9741364953096997,-0.8351877814088042,-0.9184038084834404,-0.8042310005592549,0.19391119383943722,0.94102118691893,0.9505368164757471,0.8946759236954129
0.987796354273559,1.0,0.972036979241847,0.7896404154987587,0.5589076516581146,0.8729212190343981,0.9768146558383192,0.16387567354165933,0.684651111582656,-0.9339540363406227,-0.7835748461649982,-0.8722660165678178,-0.7549986582636463,0.2633232074706533,0.9081450577132308,0.9421799315030609,0.8535620344050457
0.9745307046465305,0.972036979241847,1.0,0.903940920187077,0.4758823060839231,0.8517571701399798,0.9309302404421831,0.34560911852718335,0.6331291396728916,-0.9138331427034708,-0.7230406005351728,-0.8483319292153457,-0.6786130166380749,0.39054714928197126,0.8628127061486599,0.8827759350102801,0.8192085902248608
0.8397103528335655,0.7896404154987587,0.903940920187077,1.0,0.16081847330009139,0.7574225455934577,0.7525699675538968,0.7029282226115581,0.438436508736055,-0.8039006285550705,-0.5727636305046125,-0.7270838795875735,-0.5102487957501252,0.45444662957319293,0.7026264951336297,0.6720522192795803,0.6754713525305028
0.4251174621011717,0.5589076516581146,0.4758823060839231,0.16081847330009139,1.0,0.10935776857710038,0.4142553702806705,-0.3911029588955465,0.8568526865017119,-0.23735282009507702,-0.05601209474005663,-0.1423813136218964,-0.05088031986268023,0.5698028822981898,0.2367498365687076,0.38126013841279605,0.14817670746248504
0.9287212318842473,0.8729212190343981,0.8517571701399798,0.7574225455934577,0.10935776857710038,1.0,0.9482237441613044,0.2740903778206601,0.29205396758041346,-0.9875686658714985,-0.9654467467203462,-0.9907756746538522,-0.9457330216490653,-0.13957971269072367,0.9862892637921499,0.9500637090320297,0.9774054666632455
0.9875898386625753,0.9768146558383192,0.9309302404421831,0.7525699675538968,0.4142553702806705,0.9482237441613044,1.0,0.15554481906886958,0.5625266210081313,-0.9810795231027702,-0.8911667799815757,-0.942697768410355,-0.8713450624054332,0.05959141182784952,0.9712827247451031,0.9814926692948778,0.928353171101237
0.2696840315076173,0.16387567354165933,0.34560911852718335,0.7029282226115581,-0.3911029588955465,0.2740903778206601,0.15554481906886958,1.0,0.03713959036379507,-0.28805357298466194,-0.0650417067406892,-0.18889399996444342,-0.006069680654910768,0.33835777116598226,0.13036770793109315,0.029402359935075822,0.11395184747907472
0.601445706504616,0.684651111582656,0.6331291396728916,0.438436508736055,0.8568526865017119,0.29205396758041346,0.5625266210081313,0.03713959036379507,1.0,-0.4348594441042772,-0.1463714227369081,-0.2567479696969827,-0.12787706103363847,0.6037034299432968,0.35204957206986676,0.44682856435195156,0.22141679859606767
-0.9741364953096997,-0.9339540363406227,-0.9138331427034708,-0.8039006285550705,-0.23735282009507702,-0.9875686658714985,-0.9810795231027702,-0.28805357298466194,-0.4348594441042772,1.0,0.9252484728947983,0.973472167549695,0.901124815294187,0.00921701833692745,-0.9819120826132504,-0.9622654996250348,-0.9537933530937207
-0.8351877814088042,-0.7835748461649982,-0.7230406005351728,-0.5727636305046125,-0.05601209474005663,-0.9654467467203462,-0.8911667799815757,-0.0650417067406892,-0.1463714227369081,0.9252484728947983,1.0,0.9759593413234382,0.9969944249113042,0.3464701290837854,-0.9711621144317676,-0.9371638165943026,-0.9831410605696114
-0.9184038084834404,-0.8722660165678178,-0.8483319292153457,-0.7270838795875735,-0.1423813136218964,-0.9907756746538522,-0.942697768410355,-0.18889399996444342,-0.2567479696969827,0.973472167549695,0.9759593413234382,1.0,0.9571791608908639,0.14090875448822376,-0.9922138684583467,-0.9663487940609526,-0.9963294783054395
-0.8042310005592549,-0.7549986582636463,-0.6786130166380749,-0.5102487957501252,-0.05088031986268023,-0.9457330216490653,-0.8713450624054332,-0.006069680654910768,-0.12787706103363847,0.901124815294187,0.9969944249113042,0.9571791608908639,1.0,0.4046161515503137,-0.9565203354383429,-0.923930071918749,-0.9684449552148844
0.19391119383943722,0.2633232074706533,0.39054714928197126,0.45444662957319293,0.5698028822981898,-0.13957971269072367,0.05959141182784952,0.33835777116598226,0.6037034299432968,0.00921701833692745,0.3464701290837854,0.14090875448822376,0.4046161515503137,1.0,-0.12391934574874508,-0.0467908270895731,-0.1822773828538776
0.94102118691893,0.9081450577132308,0.8628127061486599,0.7026264951336297,0.2367498365687076,0.9862892637921499,0.9712827247451031,0.13036770793109315,0.35204957206986676,-0.9819120826132504,-0.9711621144317676,-0.9922138684583467,-0.9565203354383429,-0.12391934574874508,1.0,0.9874144546205588,0.9885437856980147
0.9505368164757471,0.9421799315030609,0.8827759350102801,0.6720522192795803,0.38126013841279605,0.9500637090320297,0.9814926692948778,0.029402359935075822,0.44682856435195156,-0.9622654996250348,-0.9371638165943026,-0.9663487940609526,-0.923930071918749,-0.0467908270895731,0.9874144546205588,1.0,0.967462634675325
0.8946759236954129,0.8535620344050457,0.8192085902248608,0.6754713525305028,0.14817670746248504,0.9774054666632455,0.928353171101237,0.11395184747907472,0.22141679859606767,-0.9537933530937207,-0.9831410605696114,-0.9963294783054395,-0.9684449552148844,-0.1822773828538776,0.9885437856980147,0.967462634675325,1.0
