JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, population, poverty, poverty_under18, poverty_18to65, poverty_over65, education, work_experience, working_fulltime, working_fulltime_poverty
,,,,,,,,,,,,,,,,,,
,1.0,0.651794907395869,0.5299250067891803,,0.6853714352914363,0.8446174783931815,-0.672538245981366,-0.7855533190649869,0.7516802017148838,-0.42959178017342914,0.7933288280219176,-0.5829752480681661,-0.8803460891494358,0.6791182313489141,-0.7405857454851129,-0.6511639258863254,0.0716114874039433,
,0.651794907395869,1.0,0.6441288386528846,,-0.04061105556341415,0.3349301488596979,-0.6888467201936644,-0.727606875108999,0.2618904847612832,0.24480501365802013,0.9652303546573691,-0.21110016546037452,-0.35330357541108975,-0.03589020038212799,-0.37739146814687824,-0.8085767250485452,0.7001400420140048,
,0.5299250067891803,0.6441288386528846,1.0,,0.3673598658373522,0.6763246010507045,-0.9838699100999074,-0.11547005383792514,0.7207286308920241,-0.39078696700890475,0.7631672440718629,-0.8080504034684065,-0.6334571899721224,0.39300452254971,-0.8315158414006424,-0.969036034935959,0.0,
,,,,,,,,,,,,,,,,,,
,0.6853714352914363,-0.04061105556341415,0.3673598658373522,,1.0,0.9169534400197711,-0.4755714712838286,-0.16744367165578428,0.9094888514014976,-0.9378421911195682,0.214194664477361,-0.8103200118874337,-0.9185792696915722,0.9993858541165577,-0.8220343692872203,-0.31440631653741974,-0.6767155423319645,
,0.8446174783931815,0.3349301488596979,0.6763246010507045,,0.9169534400197711,1.0,-0.7745966692414834,-0.3333333333333333,0.9866589272980214,-0.8227531269941237,0.5685352436149611,-0.9101774582826486,-0.9962288475649452,0.9231076385767958,-0.9632535004711679,-0.6623900106711502,-0.4123930494211613,
,-0.672538245981366,-0.6888467201936644,-0.9838699100999074,,-0.4755714712838286,-0.7745966692414834,1.0,0.2581988897471611,-0.794959827562516,0.44457825378304355,-0.8257228238447705,0.8360078294544202,0.7442381943393827,-0.49670446793556555,0.8876179137953678,0.9795260923726159,0.0,
,-0.7855533190649869,-0.727606875108999,-0.11547005383792514,,-0.16744367165578428,-0.3333333333333333,0.2581988897471611,1.0,-0.18237615029674875,-0.17812181099872781,-0.7106690545187014,-0.034815531191139566,0.4029192227929334,-0.14797908710009702,0.18093312620656998,0.3448807493577063,-0.5773502691896258,
,0.7516802017148838,0.2618904847612832,0.7207286308920241,,0.9094888514014976,0.9866589272980214,-0.794959827562516,-0.18237615029674875,1.0,-0.8715484470078011,0.5046230327911824,-0.9638318250659611,-0.9691558558397356,0.9203632656561419,-0.9843609136316636,-0.6688969670114034,-0.5001952582465711,
,-0.42959178017342914,0.24480501365802013,-0.39078696700890475,,-0.9378421911195682,-0.8227531269941237,0.44457825378304355,-0.17812181099872781,-0.8715484470078011,1.0,-0.01687808786821663,0.857861089553039,0.7968166106277801,-0.9459702070999009,0.7956768715053004,0.2570992056638447,0.8569889627388262,
,0.7933288280219176,0.9652303546573691,0.7631672440718629,,0.214194664477361,0.5685352436149611,-0.8257228238447705,-0.7106690545187014,0.5046230327911824,-0.01687808786821663,1.0,-0.4453617714151233,-0.5814949761611637,0.2208447316277297,-0.6017711250673324,-0.8986856122483888,0.4923659639173309,
,-0.5829752480681661,-0.21110016546037452,-0.8080504034684065,,-0.8103200118874337,-0.9101774582826486,0.8360078294544202,-0.034815531191139566,-0.9638318250659611,0.857861089553039,-0.4453617714151233,1.0,0.8708055647927898,-0.8294672541337357,0.9763888493380605,0.7084251827027219,0.5427204202399745,
,-0.8803460891494358,-0.35330357541108975,-0.6334571899721224,,-0.9185792696915722,-0.9962288475649452,0.7442381943393827,0.4029192227929334,-0.9691558558397356,0.7968166106277801,-0.5814949761611637,0.8708055647927898,1.0,-0.9218728747353658,0.9387461653953455,0.6377865626731747,0.37577968896651326,
,0.6791182313489141,-0.03589020038212799,0.39300452254971,,0.9993858541165577,0.9231076385767958,-0.49670446793556555,-0.14797908710009702,0.9203632656561419,-0.9459702070999009,0.2208447316277297,-0.8294672541337357,-0.9218728747353658,1.0,-0.8371437024665849,-0.3345636853836327,-0.6834861261734088,
,-0.7405857454851129,-0.37739146814687824,-0.8315158414006424,,-0.8220343692872203,-0.9632535004711679,0.8876179137953678,0.18093312620656998,-0.9843609136316636,0.7956768715053004,-0.6017711250673324,0.9763888493380605,0.9387461653953455,-0.8371437024665849,1.0,0.7834710881024707,0.3969547986585981,
,-0.6511639258863254,-0.8085767250485452,-0.969036034935959,,-0.31440631653741974,-0.6623900106711502,0.9795260923726159,0.3448807493577063,-0.6688969670114034,0.2570992056638447,-0.8986856122483888,0.7084251827027219,0.6377865626731747,-0.3345636853836327,0.7834710881024707,1.0,-0.1991169934799916,
,0.0716114874039433,0.7001400420140048,0.0,,-0.6767155423319645,-0.4123930494211613,0.0,-0.5773502691896258,-0.5001952582465711,0.8569889627388262,0.4923659639173309,0.5427204202399745,0.37577968896651326,-0.6834861261734088,0.3969547986585981,-0.1991169934799916,1.0,
,,,,,,,,,,,,,,,,,,
